well,od_600nm,strain,water_source,micronutrients,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value
C9,0.282,WT,MQ-,True,3,acetate,2021-08-06,1,9.04,0.07892857142857145
C10,0.28,WT,MQ-,True,4,acetate,2021-08-06,1,9.04,0.07892857142857145
D3,0.149,WT,CCSR,False,1,acetate,2021-08-06,1,9.04,0.07892857142857145
D4,0.149,WT,CCSR,False,2,acetate,2021-08-06,1,9.04,0.07892857142857145
D5,0.149,WT,CCSR,False,3,acetate,2021-08-06,1,9.04,0.07892857142857145
D6,0.152,WT,CCSR,False,4,acetate,2021-08-06,1,9.04,0.07892857142857145
D7,0.188,WT,MQ-,False,1,acetate,2021-08-06,1,9.04,0.07892857142857145
D8,0.188,WT,MQ-,False,2,acetate,2021-08-06,1,9.04,0.07892857142857145
D9,0.186,WT,MQ-,False,3,acetate,2021-08-06,1,9.04,0.07892857142857145
D10,0.186,WT,MQ-,False,4,acetate,2021-08-06,1,9.04,0.07892857142857145
E3,0.297,WT,MQ+,True,1,acetate,2021-08-06,1,9.04,0.07892857142857145
E4,0.29,WT,MQ+,True,2,acetate,2021-08-06,1,9.04,0.07892857142857145
E5,0.293,WT,MQ+,True,3,acetate,2021-08-06,1,9.04,0.07892857142857145
E6,0.292,WT,MQ+,True,4,acetate,2021-08-06,1,9.04,0.07892857142857145
E7,0.274,WT,Carboy,True,1,acetate,2021-08-06,1,9.04,0.07892857142857145
E8,0.273,WT,Carboy,True,2,acetate,2021-08-06,1,9.04,0.07892857142857145
E9,0.276,WT,Carboy,True,3,acetate,2021-08-06,1,9.04,0.07892857142857145
E10,0.274,WT,Carboy,True,4,acetate,2021-08-06,1,9.04,0.07892857142857145
F3,0.209,WT,MQ+,False,1,acetate,2021-08-06,1,9.04,0.07892857142857145
F4,0.211,WT,MQ+,False,2,acetate,2021-08-06,1,9.04,0.07892857142857145
F5,0.212,WT,MQ+,False,3,acetate,2021-08-06,1,9.04,0.07892857142857145
F6,0.213,WT,MQ+,False,4,acetate,2021-08-06,1,9.04,0.07892857142857145
F7,0.194,WT,Carboy,False,1,acetate,2021-08-06,1,9.04,0.07892857142857145
F8,0.189,WT,Carboy,False,2,acetate,2021-08-06,1,9.04,0.07892857142857145
F9,0.194,WT,Carboy,False,3,acetate,2021-08-06,1,9.04,0.07892857142857145
F10,0.194,WT,Carboy,False,4,acetate,2021-08-06,1,9.04,0.07892857142857145
C3,0.316,WT,CCSR,True,1,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
C4,0.32,WT,CCSR,True,2,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
C5,0.311,WT,CCSR,True,3,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
C6,0.309,WT,CCSR,True,4,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
C7,0.289,WT,MQ-,True,1,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
C8,0.292,WT,MQ-,True,2,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
C9,0.293,WT,MQ-,True,3,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
C10,0.29,WT,MQ-,True,4,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
D3,0.153,WT,CCSR,False,1,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
D4,0.152,WT,CCSR,False,2,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
D5,0.153,WT,CCSR,False,3,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
D6,0.155,WT,CCSR,False,4,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
D7,0.192,WT,MQ-,False,1,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
D8,0.192,WT,MQ-,False,2,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
D9,0.19,WT,MQ-,False,3,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
D10,0.191,WT,MQ-,False,4,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
E3,0.307,WT,MQ+,True,1,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
E4,0.3,WT,MQ+,True,2,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
E5,0.303,WT,MQ+,True,3,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
E6,0.301,WT,MQ+,True,4,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
E7,0.283,WT,Carboy,True,1,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
E8,0.282,WT,Carboy,True,2,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
E9,0.285,WT,Carboy,True,3,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
E10,0.282,WT,Carboy,True,4,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
F3,0.214,WT,MQ+,False,1,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
F4,0.216,WT,MQ+,False,2,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
F5,0.217,WT,MQ+,False,3,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
F6,0.218,WT,MQ+,False,4,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
F7,0.199,WT,Carboy,False,1,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
F8,0.194,WT,Carboy,False,2,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
F9,0.198,WT,Carboy,False,3,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
F10,0.199,WT,Carboy,False,4,acetate,2021-08-06,1,9.165555555555555,0.07903571428571429
C3,0.327,WT,CCSR,True,1,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
C4,0.329,WT,CCSR,True,2,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
C5,0.32,WT,CCSR,True,3,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
C6,0.319,WT,CCSR,True,4,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
C7,0.299,WT,MQ-,True,1,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
C8,0.301,WT,MQ-,True,2,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
C9,0.302,WT,MQ-,True,3,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
C10,0.299,WT,MQ-,True,4,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
D3,0.157,WT,CCSR,False,1,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
D4,0.156,WT,CCSR,False,2,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
D5,0.156,WT,CCSR,False,3,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
D6,0.159,WT,CCSR,False,4,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
D7,0.197,WT,MQ-,False,1,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
D8,0.196,WT,MQ-,False,2,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
D9,0.194,WT,MQ-,False,3,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
D10,0.195,WT,MQ-,False,4,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
E3,0.316,WT,MQ+,True,1,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
E4,0.31,WT,MQ+,True,2,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
E5,0.313,WT,MQ+,True,3,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
E6,0.311,WT,MQ+,True,4,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
E7,0.292,WT,Carboy,True,1,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
E8,0.291,WT,Carboy,True,2,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
E9,0.295,WT,Carboy,True,3,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
E10,0.292,WT,Carboy,True,4,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
F3,0.219,WT,MQ+,False,1,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
F4,0.221,WT,MQ+,False,2,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
F5,0.222,WT,MQ+,False,3,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
F6,0.223,WT,MQ+,False,4,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
F7,0.203,WT,Carboy,False,1,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
F8,0.199,WT,Carboy,False,2,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
F9,0.203,WT,Carboy,False,3,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
F10,0.203,WT,Carboy,False,4,acetate,2021-08-06,1,9.29111111111111,0.07892857142857145
C3,0.336,WT,CCSR,True,1,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
C4,0.34,WT,CCSR,True,2,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
C5,0.331,WT,CCSR,True,3,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
C6,0.329,WT,CCSR,True,4,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
C7,0.309,WT,MQ-,True,1,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
C8,0.311,WT,MQ-,True,2,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
C9,0.312,WT,MQ-,True,3,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
C10,0.309,WT,MQ-,True,4,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
D3,0.161,WT,CCSR,False,1,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
D4,0.16,WT,CCSR,False,2,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
D5,0.16,WT,CCSR,False,3,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
D6,0.163,WT,CCSR,False,4,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
D7,0.201,WT,MQ-,False,1,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
D8,0.201,WT,MQ-,False,2,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
D9,0.199,WT,MQ-,False,3,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
D10,0.2,WT,MQ-,False,4,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
E3,0.326,WT,MQ+,True,1,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
E4,0.32,WT,MQ+,True,2,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
E5,0.322,WT,MQ+,True,3,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
E6,0.32,WT,MQ+,True,4,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
E7,0.301,WT,Carboy,True,1,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
E8,0.3,WT,Carboy,True,2,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
E9,0.304,WT,Carboy,True,3,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
E10,0.301,WT,Carboy,True,4,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
F3,0.224,WT,MQ+,False,1,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
F4,0.226,WT,MQ+,False,2,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
F5,0.227,WT,MQ+,False,3,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
F6,0.227,WT,MQ+,False,4,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
F7,0.208,WT,Carboy,False,1,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
F8,0.204,WT,Carboy,False,2,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
F9,0.208,WT,Carboy,False,3,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
F10,0.209,WT,Carboy,False,4,acetate,2021-08-06,1,9.416666666666666,0.07914285714285715
C3,0.346,WT,CCSR,True,1,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
C4,0.35,WT,CCSR,True,2,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
C5,0.34,WT,CCSR,True,3,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
C6,0.339,WT,CCSR,True,4,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
C7,0.318,WT,MQ-,True,1,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
C8,0.32,WT,MQ-,True,2,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
C9,0.321,WT,MQ-,True,3,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
C10,0.319,WT,MQ-,True,4,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
D3,0.165,WT,CCSR,False,1,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
D4,0.164,WT,CCSR,False,2,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
D5,0.164,WT,CCSR,False,3,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
D6,0.167,WT,CCSR,False,4,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
D7,0.206,WT,MQ-,False,1,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
D8,0.206,WT,MQ-,False,2,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
D9,0.203,WT,MQ-,False,3,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
D10,0.205,WT,MQ-,False,4,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
E3,0.335,WT,MQ+,True,1,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
E4,0.328,WT,MQ+,True,2,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
E5,0.331,WT,MQ+,True,3,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
E6,0.33,WT,MQ+,True,4,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
E7,0.31,WT,Carboy,True,1,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
E8,0.309,WT,Carboy,True,2,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
E9,0.313,WT,Carboy,True,3,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
E10,0.31,WT,Carboy,True,4,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
F3,0.228,WT,MQ+,False,1,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
F4,0.231,WT,MQ+,False,2,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
F5,0.232,WT,MQ+,False,3,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
F6,0.232,WT,MQ+,False,4,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
F7,0.213,WT,Carboy,False,1,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
F8,0.209,WT,Carboy,False,2,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
F9,0.213,WT,Carboy,False,3,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
F10,0.214,WT,Carboy,False,4,acetate,2021-08-06,1,9.542222222222222,0.07914285714285715
C3,0.356,WT,CCSR,True,1,acetate,2021-08-06,1,9.667777777777777,0.079
C4,0.359,WT,CCSR,True,2,acetate,2021-08-06,1,9.667777777777777,0.079
C5,0.35,WT,CCSR,True,3,acetate,2021-08-06,1,9.667777777777777,0.079
C6,0.348,WT,CCSR,True,4,acetate,2021-08-06,1,9.667777777777777,0.079
C7,0.327,WT,MQ-,True,1,acetate,2021-08-06,1,9.667777777777777,0.079
C8,0.33,WT,MQ-,True,2,acetate,2021-08-06,1,9.667777777777777,0.079
C9,0.331,WT,MQ-,True,3,acetate,2021-08-06,1,9.667777777777777,0.079
C10,0.328,WT,MQ-,True,4,acetate,2021-08-06,1,9.667777777777777,0.079
D3,0.169,WT,CCSR,False,1,acetate,2021-08-06,1,9.667777777777777,0.079
D4,0.168,WT,CCSR,False,2,acetate,2021-08-06,1,9.667777777777777,0.079
D5,0.168,WT,CCSR,False,3,acetate,2021-08-06,1,9.667777777777777,0.079
D6,0.17,WT,CCSR,False,4,acetate,2021-08-06,1,9.667777777777777,0.079
D7,0.21,WT,MQ-,False,1,acetate,2021-08-06,1,9.667777777777777,0.079
D8,0.211,WT,MQ-,False,2,acetate,2021-08-06,1,9.667777777777777,0.079
D9,0.208,WT,MQ-,False,3,acetate,2021-08-06,1,9.667777777777777,0.079
D10,0.209,WT,MQ-,False,4,acetate,2021-08-06,1,9.667777777777777,0.079
E3,0.344,WT,MQ+,True,1,acetate,2021-08-06,1,9.667777777777777,0.079
E4,0.337,WT,MQ+,True,2,acetate,2021-08-06,1,9.667777777777777,0.079
E5,0.341,WT,MQ+,True,3,acetate,2021-08-06,1,9.667777777777777,0.079
E6,0.339,WT,MQ+,True,4,acetate,2021-08-06,1,9.667777777777777,0.079
E7,0.318,WT,Carboy,True,1,acetate,2021-08-06,1,9.667777777777777,0.079
E8,0.318,WT,Carboy,True,2,acetate,2021-08-06,1,9.667777777777777,0.079
E9,0.321,WT,Carboy,True,3,acetate,2021-08-06,1,9.667777777777777,0.079
E10,0.319,WT,Carboy,True,4,acetate,2021-08-06,1,9.667777777777777,0.079
F3,0.233,WT,MQ+,False,1,acetate,2021-08-06,1,9.667777777777777,0.079
F4,0.236,WT,MQ+,False,2,acetate,2021-08-06,1,9.667777777777777,0.079
F5,0.236,WT,MQ+,False,3,acetate,2021-08-06,1,9.667777777777777,0.079
F6,0.237,WT,MQ+,False,4,acetate,2021-08-06,1,9.667777777777777,0.079
F7,0.218,WT,Carboy,False,1,acetate,2021-08-06,1,9.667777777777777,0.079
F8,0.214,WT,Carboy,False,2,acetate,2021-08-06,1,9.667777777777777,0.079
F9,0.218,WT,Carboy,False,3,acetate,2021-08-06,1,9.667777777777777,0.079
F10,0.219,WT,Carboy,False,4,acetate,2021-08-06,1,9.667777777777777,0.079
C3,0.365,WT,CCSR,True,1,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
C4,0.369,WT,CCSR,True,2,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
C5,0.359,WT,CCSR,True,3,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
C6,0.358,WT,CCSR,True,4,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
C7,0.336,WT,MQ-,True,1,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
C8,0.338,WT,MQ-,True,2,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
C9,0.34,WT,MQ-,True,3,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
C10,0.337,WT,MQ-,True,4,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
D3,0.173,WT,CCSR,False,1,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
D4,0.172,WT,CCSR,False,2,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
D5,0.172,WT,CCSR,False,3,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
D6,0.174,WT,CCSR,False,4,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
D7,0.215,WT,MQ-,False,1,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
D8,0.215,WT,MQ-,False,2,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
D9,0.213,WT,MQ-,False,3,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
D10,0.214,WT,MQ-,False,4,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
E3,0.353,WT,MQ+,True,1,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
E4,0.346,WT,MQ+,True,2,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
E5,0.349,WT,MQ+,True,3,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
E6,0.348,WT,MQ+,True,4,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
E7,0.327,WT,Carboy,True,1,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
E8,0.326,WT,Carboy,True,2,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
E9,0.33,WT,Carboy,True,3,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
E10,0.327,WT,Carboy,True,4,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
F3,0.237,WT,MQ+,False,1,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
F4,0.24,WT,MQ+,False,2,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
F5,0.241,WT,MQ+,False,3,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
F6,0.241,WT,MQ+,False,4,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
F7,0.223,WT,Carboy,False,1,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
F8,0.219,WT,Carboy,False,2,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
F9,0.223,WT,Carboy,False,3,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
F10,0.224,WT,Carboy,False,4,acetate,2021-08-06,1,9.793333333333333,0.07925000000000001
C3,0.374,WT,CCSR,True,1,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
C4,0.378,WT,CCSR,True,2,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
C5,0.368,WT,CCSR,True,3,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
C6,0.367,WT,CCSR,True,4,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
C7,0.344,WT,MQ-,True,1,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
C8,0.347,WT,MQ-,True,2,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
C9,0.349,WT,MQ-,True,3,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
C10,0.346,WT,MQ-,True,4,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
D3,0.177,WT,CCSR,False,1,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
D4,0.176,WT,CCSR,False,2,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
D5,0.176,WT,CCSR,False,3,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
D6,0.178,WT,CCSR,False,4,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
D7,0.22,WT,MQ-,False,1,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
D8,0.22,WT,MQ-,False,2,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
D9,0.217,WT,MQ-,False,3,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
D10,0.219,WT,MQ-,False,4,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
E3,0.362,WT,MQ+,True,1,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
E4,0.355,WT,MQ+,True,2,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
E5,0.358,WT,MQ+,True,3,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
E6,0.356,WT,MQ+,True,4,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
E7,0.335,WT,Carboy,True,1,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
E8,0.335,WT,Carboy,True,2,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
E9,0.338,WT,Carboy,True,3,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
E10,0.336,WT,Carboy,True,4,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
F3,0.241,WT,MQ+,False,1,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
F4,0.245,WT,MQ+,False,2,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
F5,0.245,WT,MQ+,False,3,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
F6,0.246,WT,MQ+,False,4,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
F7,0.228,WT,Carboy,False,1,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
F8,0.223,WT,Carboy,False,2,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
F9,0.228,WT,Carboy,False,3,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
F10,0.229,WT,Carboy,False,4,acetate,2021-08-06,1,9.918888888888889,0.07896428571428572
C3,0.384,WT,CCSR,True,1,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
C4,0.387,WT,CCSR,True,2,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
C5,0.377,WT,CCSR,True,3,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
C6,0.376,WT,CCSR,True,4,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
C7,0.353,WT,MQ-,True,1,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
C8,0.356,WT,MQ-,True,2,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
C9,0.357,WT,MQ-,True,3,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
C10,0.355,WT,MQ-,True,4,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
D3,0.181,WT,CCSR,False,1,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
D4,0.18,WT,CCSR,False,2,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
D5,0.18,WT,CCSR,False,3,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
D6,0.183,WT,CCSR,False,4,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
D7,0.224,WT,MQ-,False,1,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
D8,0.225,WT,MQ-,False,2,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
D9,0.222,WT,MQ-,False,3,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
D10,0.224,WT,MQ-,False,4,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
E3,0.37,WT,MQ+,True,1,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
E4,0.363,WT,MQ+,True,2,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
E5,0.366,WT,MQ+,True,3,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
E6,0.365,WT,MQ+,True,4,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
E7,0.343,WT,Carboy,True,1,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
E8,0.343,WT,Carboy,True,2,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
E9,0.346,WT,Carboy,True,3,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
E10,0.344,WT,Carboy,True,4,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
F3,0.245,WT,MQ+,False,1,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
F4,0.249,WT,MQ+,False,2,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
F5,0.25,WT,MQ+,False,3,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
F6,0.25,WT,MQ+,False,4,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
F7,0.233,WT,Carboy,False,1,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
F8,0.229,WT,Carboy,False,2,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
F9,0.233,WT,Carboy,False,3,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
F10,0.234,WT,Carboy,False,4,acetate,2021-08-06,1,10.044444444444444,0.07910714285714286
C3,0.392,WT,CCSR,True,1,acetate,2021-08-06,1,10.17,0.079
C4,0.396,WT,CCSR,True,2,acetate,2021-08-06,1,10.17,0.079
C5,0.386,WT,CCSR,True,3,acetate,2021-08-06,1,10.17,0.079
C6,0.385,WT,CCSR,True,4,acetate,2021-08-06,1,10.17,0.079
C7,0.361,WT,MQ-,True,1,acetate,2021-08-06,1,10.17,0.079
C8,0.364,WT,MQ-,True,2,acetate,2021-08-06,1,10.17,0.079
C9,0.366,WT,MQ-,True,3,acetate,2021-08-06,1,10.17,0.079
C10,0.364,WT,MQ-,True,4,acetate,2021-08-06,1,10.17,0.079
D3,0.185,WT,CCSR,False,1,acetate,2021-08-06,1,10.17,0.079
